¬ Text file converted with loc_parser
{TMT_SETTLEMENT_INCOME}					Ingresos del enclave
{TMT_CURSOR_MOVE}					Clic derecho para mover hasta una posición
{TMT_CURSOR_SELECT}					Clic derecho para seleccionar
{TMT_CURSOR_MOVE_MAP}					Desplazar el mapa
{TMT_CURSOR_MOUSE_LOOK}					Vista del ratón
{TMT_CURSOR_CLICK_DOWN}					Mantener pulsado el clic
{TMT_CURSOR_EXCHANGE}					Clic derecho para cambiar unidades y personajes
{TMT_CURSOR_DEFAULT_ACTION}					Clic derecho para realizar misión
{TMT_CURSOR_NO_ACTION}					No hay acciones posibles en este objetivo
{TMT_CURSOR_ENTER_SETTLEMENT}					Clic derecho para entrar en el enclave
{TMT_CURSOR_DISEMBARK}					Clic derecho para desembarcar
{TMT_CURSOR_SET_RALLY_POINT}					Clic derecho para fijar punto de reunión en enclave
{TMT_CURSOR_AUTO_MERGE}					Clic derecho para fusionar automáticamente las unidades
{TMT_NO_MULTITURN_MISSIONS}					Imposible atacar o realizar misiones en varios turnos
{TMT_NO_MULTITURN_EXCHANGES}					Imposible fusionar o cambiar unidades en varios turnos
{TMT_SIEGE_EQUIPMENT_NOT_REQUIRED}					No es necesario construir este equipo de asedio
{TMT_NO_DIPLOMACY_WITH_REBELS}					Con los rebeldes no hay diplomacia que valga
{TMT_SILVER_TOOLTIP}					Se pueden construir minas de plata en el enclave cercano
{TMT_GOLD_TOOLTIP}					Se pueden construir minas de oro en el enclave cercano
{TMT_IRON_TOOLTIP}					Hierro: un recurso preciado para comerciar
{TMT_GRAIN_TOOLTIP}					Grano: un recurso preciado\nMejora el crecimiento demográfico del lugar de destino
{TMT_OLIVE_OIL_TOOLTIP}					Aceite de oliva: un recurso preciado para comerciar
{TMT_WINE_TOOLTIP}					Vino: un recurso preciado para comerciar
{TMT_SLAVES_TOOLTIP}					Esclavos: un recurso preciado\nMejora el crecimiento demográfico del lugar de destino
{TMT_GLASS_TOOLTIP}					Vidrio: un recurso preciado para comerciar
{TMT_POTTERY_TOOLTIP}					Cerámica: un recurso preciado para comerciar
{TMT_TIMBER_TOOLTIP}					Madera: un recurso preciado para comerciar
{TMT_MARBLE_TOOLTIP}					Mármol: un recurso preciado para comerciar
{TMT_TEXTILES_TOOLTIP}					Telas: un recurso preciado para comerciar
{TMT_PURPLE_DYE_TOOLTIP}					Tinte púrpura: un recurso preciado para comerciar
{TMT_INCENSE_TOOLTIP}					Incienso: un recurso preciado para comerciar
{TMT_SILK_TOOLTIP}					Seda: un recurso preciado para comerciar
{TMT_WILD_ANIMALS_TOOLTIP}					Animales salvajes: un recurso preciado para comerciar
{TMT_HIDES_TOOLTIP}					Cueros: un recurso preciado para comerciar
{TMT_FURS_TOOLTIP}					Pieles: un recurso preciado para comerciar
{TMT_TIN_TOOLTIP}					Estaño: un recurso preciado para comerciar
{TMT_COPPER_TOOLTIP}					Cobre: un recurso preciado para comerciar
{TMT_LEAD_TOOLTIP}					Plomo: un recurso preciado para comerciar
{TMT_AMBER_TOOLTIP}					Ámbar: un recurso preciado para comerciar
{TMT_PIGS_TOOLTIP}					Permite el entrenamiento de unidades de cerdos incendiarios
{TMT_DOGS_TOOLTIP}					Permite el entrenamiento de unidades de perros de guerra
{TMT_CAMELS_TOOLTIP}					Permite el entrenamiento de unidades montadas a camello
{TMT_ELEPHANTS_TOOLTIP}					Permite el entrenamiento de unidades de elefantes
{TMT_ROADS_TOOLTIP}					Permite que los ejércitos avancen más.\nTambién mejora los ingresos por comercio.\nLa cantidad de tráfico indica la cantidad de comercio.
{TMT_PAVED_ROADS_TOOLTIP}					Permite que los ejércitos avancen con eficacia y gran rapidez.\nTambién mejora los ingresos por comercio.\nLa cantidad de tráfico indica la cantidad de comercio.
{TMT_HIGHWAYS_TOOLTIP}					Permite que los ejércitos recorran grandes distancias.\nTambién mejora los ingresos por comercio.\nLa cantidad de tráfico indica la cantidad de comercio.
{TMT_SEA_LANES_TOOLTIP}					Ruta comercial entre enclaves portuarios
{TMT_FAMOUS_BATTLE_SITE_TOOLTIP}					Aquí se libró una famosa batalla
{TMT_INFLUENCE_LEVEL_0}					Una aceituna rellena tiene más influencia que él, pues aún podría asfixiar a alguien importante y cambiar la historia.
{TMT_INFLUENCE_LEVEL_1}					Este hombre apenas tiene influencia para decidir qué se come en su casa, y menos aún para regir su vida y el destino del mundo.
{TMT_INFLUENCE_LEVEL_2}					Las opiniones de este hombre tienen poco peso. Suelen considerarlo poco más que un tarugo.
{TMT_INFLUENCE_LEVEL_3}					Este hombre tiene escasa importancia. A veces dice cosas sensatas, pero pocas veces.
{TMT_INFLUENCE_LEVEL_4 }					A veces, los consejos de este hombre tienen su peso, y se busca su opinión en ciertas materias, muy concretas.
{TMT_INFLUENCE_LEVEL_5}					Las palabras de este hombre tienen peso en los palacios de segunda del mundo, aunque los poderosos de verdad no saben ni quién es.
{TMT_INFLUENCE_LEVEL_6}					Casi siempre, la gente suele escuchar con respeto las palabras de este hombre, aunque no siempre prevalezcan.
{TMT_INFLUENCE_LEVEL_7}					Las buenas cualidades de este hombre lo convierten en alguien capaz de inclinar la balanza en muchas discusiones.
{TMT_INFLUENCE_LEVEL_8}					Este hombre tiene un peso político enorme, y sus palabras influyen en sus subordinados.
{TMT_INFLUENCE_LEVEL_9}					Cuando este hombre habla, todos se paran a escucharlo. Sus meras opiniones tienen fuerza de ley para muchos.
{TMT_INFLUENCE_LEVEL_10}					Cuando este hombre habla, sus palabras llevan la sabiduría de los dioses a su audiencia.
{TMT_COMMAND_LEVEL_0}					"Liderazgo" es una palabra demasiado larga para este hombre, igual que "inspiración", pues carece de ambos.
{TMT_COMMAND_LEVEL_1}					La capacidad de mando es, como mínimo, una sima abisal en la personalidad de este hombre.
{TMT_COMMAND_LEVEL_2 }					Este hombre sabe gritar órdenes, pero éstas no suelen ser oportunas ni relevantes.
{TMT_COMMAND_LEVEL_3 }					Este hombre carece de facultad de mando, pero se las apaña con una voz atronadora y un poco de talento para inspirar miedo.
{TMT_COMMAND_LEVEL_4 }					Este hombre tiene cierta capacidad de mando, aunque a veces le falte confianza.
{TMT_COMMAND_LEVEL_5 }					Este hombre muestra habilidad para dar órdenes en combate, pero de vez en cuando comete errores tácticos.
{TMT_COMMAND_LEVEL_6 }					Este hombre inspira confianza a sus soldados en el campo de batalla. A veces falla su fachada, pero no muchas.
{TMT_COMMAND_LEVEL_7 }					El gran entendimiento que tiene este hombre de la estrategia y las tácticas inspira confianza en todos los que le siguen en combate.
{TMT_COMMAND_LEVEL_8 }					Este hombre es una torre inexpugnable en el campo de batalla. Tiene la mirada inspiradora de un águila.
{TMT_COMMAND_LEVEL_9 }					Al oír la voz de este hombre, ¡los ejércitos marchan y tiemblan las naciones!
{TMT_COMMAND_LEVEL_10}					Al oír la voz de este hombre, ¡hasta las nubes cambian su curso en los cielos!
{TMT_MANAGEMENT_LEVEL_0 }					Una ostra aburrida mostraría más talento que este hombre para la gestión de los asuntos cotidianos.
{TMT_MANAGEMENT_LEVEL_1}					A este hombre no se le debería confiar ni una caracola de mar, y menos un asunto importante.
{TMT_MANAGEMENT_LEVEL_2}					La administración no es el punto fuerte de este hombre. Puede gestionar asuntos sencillos, pero sin mucha mano.
{TMT_MANAGEMENT_LEVEL_3}					Este hombre tiene una obstinación férrea, a falta de chispa, para la administración.
{TMT_MANAGEMENT_LEVEL_4 }					El limitado talento de este hombre para la administración da resultados que son adecuados, pero que distan mucho de estar inspirados.
{TMT_MANAGEMENT_LEVEL_5 }					Este hombre tiene talento, pero se aturulla cuando lo inesperado echa por tierra sus planes tan bien urdidos.
{TMT_MANAGEMENT_LEVEL_6 }					Este hombre resuelve los problemas administrativos la mayoría de las veces, pero algunas crisis hacen que se tambalee.
{TMT_MANAGEMENT_LEVEL_7 }					Este hombre es un administrador eficiente, muy capaz de resolver crisis inesperadas.
{TMT_MANAGEMENT_LEVEL_8 }					Este hombre es un torbellino de eficacia y hace juegos malabares con los trámites burocráticos.
{TMT_MANAGEMENT_LEVEL_9}					Este hombre maneja los asuntos de Estado a su antojo y consigue que se realice cualquier tarea pese a todos los obstáculos.
{TMT_MANAGEMENT_LEVEL_10}					Este hombre moldea todos los asuntos del mundo según sus planes, y sus subordinados lo obedecen en todo.
{TMT_SUBTERFUGE_LEVEL_0}					Este hombre es un pardillo atrapado en un mundo de zorros muy arteros.
{TMT_SUBTERFUGE_LEVEL_1}					Astucia e ingenio son las últimas palabras que se usarían para describir a este tipo tan transparente e ingenuo.
{TMT_SUBTERFUGE_LEVEL_2}					El subterfugio no es un arma que se encuentre en el repertorio intelectual de este hombre.
{TMT_SUBTERFUGE_LEVEL_3}					Este hombre no es un conspirador nato, pero a veces tiene atisbos de inspiración.
{TMT_SUBTERFUGE_LEVEL_4}					A veces, este hombre sabe reconocer los subterfugios. Y, en ocasiones, incluso se sirve de ellos.
{TMT_SUBTERFUGE_LEVEL_5}					Los subterfugios son una herramienta que este hombre sabe usar, aunque a veces tenga algún que otro fallo.
{TMT_SUBTERFUGE_LEVEL_6}					Este hombre sabe tramar y conspirar con entusiasmo y, a veces, con auténtica habilidad.
{TMT_SUBTERFUGE_LEVEL_7}					Este hombre tiene más astucia que un lince hambriento.
{TMT_SUBTERFUGE_LEVEL_8}					Este hombre tiene una mente de lo más retorcida, y es capaz de crear o destapar las tramas más astutas.
{TMT_SUBTERFUGE_LEVEL_9}					Los planes de este hombre son magistrales fintas dentro de amagos, ocultas en el interior de otras conspiraciones.
{TMT_SUBTERFUGE_LEVEL_10}					Los planes de este hombre son telarañas invisibles, mientras que su aguda mente puede desenmarañar cualquier conspiración enemiga.
{TMT_TOGGLE_AUTOMANAGEMENT}					Des./Act. la gestión automática de este enclave
{TMT_DECREASE_TAXATION}						Reducir los impuestos
{TMT_INCREASE_TAXATION}						Aumentar los impuestos
{TMT_CHANGE_GOVERNOR_POLICY}					Cambiar la política del gobernante
{TMT_DECREASE_GAMES_FREQUENCY}				Reducir la frecuencia de juegos y/o carreras
{TMT_INCREASE_GAMES_FREQUENCY}				Aumentar la frecuencia de juegos y/o carreras
{TMT_CURRENTLY_SELECTED_CHARACTER}				Personaje seleccionado:
{TMT_CURRENTLY_SELECTED_SETTLEMENT}				Enclave seleccionado:
{TMT_CURRENTLY_SELECTED_FORT}					Fuerte seleccionado
{TMT_CURRENTLY_SELECTED_RALLY_POINT}			Punto de reunión seleccionado
{TMT_CURRENTLY_SELECTED_RALLY_POINTS}			Puntos de reunión seleccionados
{TMT_LCLICK_ZOOM_TO_POS}					Clic izquierdo para ubicar el elemento en el mapa
{TMT_SHOW_SELECTED_ITEM}					Esta área muestra el elemento seleccionado
¬****************************************************************************************
¬****************************************************************************************
¬*
¬*			THIS FILE GONE FOR LOCALISATION!!!
¬*		ALL CHANGES & ADDITIONS MADE POST THE DATE SPECIFIED 
¬*			BELOW MUST GO UNDERNEATH THIS DIVIDER!!!
¬*
¬***** Changes made after 29/03/2004 17:30:00
¬*
¬****************************************************************************************
¬****************************************************************************************
{TMT_FIELD_CONSTRUCTION_TEST_NO_GENERAL}					Los ejércitos sin generales no pueden construir fuertes o atalayas
{TMT_FIELD_CONSTRUCTION_TEST_NOT_NAMED_CHARACTER}			Solo los generales pueden ordenar construir fuertes y atalayas
{TMT_FIELD_CONSTRUCTION_TEST_IN_SEA_REGION}				No se pueden construir fuertes o atalayas en el mar
{TMT_FIELD_CONSTRUCTION_TEST_FORT_IN_ENEMY_TERRITORY}			No se puede construir un fuerte en territotio enemigo
{TMT_FIELD_CONSTRUCTION_TEST_FORT_INVALID_GAME_TILE}			Ésta no es una posición válida para un fuerte
{TMT_FIELD_CONSTRUCTION_TEST_FORT_NOT_ENOUGH_MONEY}			No tienes suficiente dinero para construir un fuerte
{TMT_FIELD_CONSTRUCTION_TEST_WATCHTOWER_IN_ENEMY_TERRITORY}		No se puede construir una atalaya en territorio enemigo
{TMT_FIELD_CONSTRUCTION_TEST_WATCHTOWER_INVALID_GAME_TILE}		Ésta no es una posición válida para una atalaya
{TMT_FIELD_CONSTRUCTION_TEST_WATCHTOWER_NOT_ENOUGH_MONEY}		No tienes suficiente dinero para construir una atalaya
{TMT_NOT_ENOUGH_MONEY_FOR_FORT_OR_WATCHTOWER}				No tienes suficiente dinero para construir un fuerte o una atalaya
{TMT_CANNOT_RECRUIT_UNITS_IN_BATTLE}					No puedes reclutar unidades o mercenarios una vez que se ha instigado una batalla
{TMT_COMMAND_LEVEL_9 }					¡Ante la oratoria de este hombre los ejércitos avanzan y las naciones tiemblan!
{TMT_ROADS_TOOLTIP}					Carretera: Permite a los ejércitos avanzar más\nTambién aumenta el ingreso por comercio\nLa cantidad de tráfico indica la cantidad de comercio
{TMT_PAVED_ROADS_TOOLTIP}				Carretera pavimentada: Permite a los ejércitos avanzar rápidamente con eficiencia\nTambién aumenta el ingreso por comercio\nLa cantidad de tráfico indica la cantidad de comercio
{TMT_HIGHWAYS_TOOLTIP}					Vías: Permite a los ejércitos avanzar largas distancias\nTambién aumenta el ingreso por comercio\nLa cantidad de tráfico indica la cantidad de comercio
¬****************************************************************************************
¬****************************************************************************************
¬*
¬*			THIS FILE GONE FOR LOCALISATION!!!
¬*		ALL CHANGES & ADDITIONS MADE POST THE DATE SPECIFIED 
¬*			BELOW MUST GO UNDERNEATH THIS DIVIDER!!!
¬*
¬***** Changes made after 21/04/2004 17:30:00
¬*
¬****************************************************************************************
¬****************************************************************************************
{TMT_MANAGEMENT_LEVEL_1}					A este hombre no se le debería confiar ni una caracola de mar, y menos un asunto importante.
{TMT_NO_BODYGUARD_UNIT_TO_VIEW}				Este personaje carece de guardia personal que ver
{TMT_NOT_ENOUGH_INFO_FOR_BODYGUARD}				No se ha reunido información suficiente sobre este personaje para ver su guardia personal
¬****************************************************************************************
¬****************************************************************************************
¬*
¬*			THIS FILE GONE FOR LOCALISATION!!!
¬*		ALL CHANGES & ADDITIONS MADE POST THE DATE SPECIFIED 
¬*			BELOW MUST GO UNDERNEATH THIS DIVIDER!!!
¬*
¬***** Changes made after 13/05/2004 09:00:00
¬*
¬****************************************************************************************
¬****************************************************************************************
{TMT_SETTLEMENT_STATUS_AUTOMANAGED}		Este enclave se gestiona automáticamente
{TMT_PIGS_TOOLTIP}				Cerdos: Permite el entrenamiento de unidades de cerdos incendiarios
{TMT_DOGS_TOOLTIP}				Perros: Permite el entrenamiento de unidades de perros de guerra
{TMT_CAMELS_TOOLTIP}				Camellos: Permite el entrenamiento de unidades montadas a camello
{TMT_ELEPHANTS_TOOLTIP}				Elefantes: Permite el entrenamiento de unidades de elefantes
{TMT_CANNOT_ATTACK_SIEGED_SETTLEMENT}		No se puede asediar un enclave que esté siendo asediado por una facción no aliada
{TMT_CANNOT_CONSTRUCT_WHILST_SIEGING}		No se pueden construir fuertes ni atalayas mientras se monta un asedio
{TMT_FIELD_CONSTRUCTION_TEST_WATCHTOWER_SIEGING}	No se puede construir una atalaya mientras se monta un asedio
{TMT_FIELD_CONSTRUCTION_TEST_FORT_SIEGING}		No se puede construir un fuerte mientras se monta un asedio
¬****************************************************************************************
¬****************************************************************************************
¬*
¬*			THIS FILE GONE FOR LOCALISATION!!!
¬*		ALL CHANGES & ADDITIONS MADE POST THE DATE SPECIFIED 
¬*			BELOW MUST GO UNDERNEATH THIS DIVIDER!!!
¬*
¬***** Changes made after 03/06/2004 16:48:00
¬*
¬****************************************************************************************
¬****************************************************************************************
{TMT_NEGATIVE_COMMAND}			La capacidad de mando de este hombre es tan pobre que podría decirse que no existe.
{TMT_NEGATIVE_INFLUENCE}		Este hombre no ejerce influencia alguna sobre su familia, y menos aún sobre la gente importante.
{TMT_NEGATIVE_MANAGEMENT}		Este hombre no da pie con bola.
{TMT_NEGATIVE_SUBTERFUGE}		Este hombre no sabría deletrear "subterfugio", y mucho menos entender lo que significa.
{TMT_SLAVES_TOOLTIP}					Esclavos: un recurso preciado\nDistribuidos entre todos los enclaves con gobernantes Este recurso se agota al cabo de 7 turnos
{TMT_GRAIN_TOOLTIP}					Grano: un recurso preciado\nAumenta el crecimiento demográfico en su enclave
¬****************************************************************************************
¬****************************************************************************************
¬*
¬*			THIS FILE GONE FOR LOCALISATION!!!
¬*		ALL CHANGES & ADDITIONS MADE POST THE DATE SPECIFIED 
¬*			BELOW MUST GO UNDERNEATH THIS DIVIDER!!!
¬*
¬***** Changes made after 17/06/2004 13:01:00
¬*
¬****************************************************************************************
¬****************************************************************************************
{TMT_SLAVES_TOOLTIP}					Esclavos: un recurso preciado\nDistribuidos entre todos los enclaves con gobernantes Este recurso se agota al cabo de %d turnos
{TMT_SLAVES_TOOLTIP_SINGLE}				Esclavos: un recurso preciado\nDistribuidos entre todos los enclaves con gobernantes Este recurso se agota al cabo de 1 turno más
{TMT_SHOW_GENERAL_UNIT_DETAILS_ARMY}		Mostrar los detalles de la unidad de guardia personal del general de este ejército
{TMT_CONSTRUCTION_HELP}					Haz clic izquierdo para añadir a la cola
¬****************************************************************************************
¬****************************************************************************************
¬*
¬*			THIS FILE GONE FOR LOCALISATION!!!
¬*		ALL CHANGES & ADDITIONS MADE POST THE DATE SPECIFIED 
¬*			BELOW MUST GO UNDERNEATH THIS DIVIDER!!!
¬*
¬*		This particular divider does not denote a changes round.
¬*	This is when the files were locked to be sent for Russian and Polish translation.
¬*
¬*
¬***** Changes made after 01/07/2004 09:00:00
¬*
¬****************************************************************************************
¬****************************************************************************************
¬****************************************************************************************
¬****************************************************************************************
¬*
¬*			THIS FILE GONE FOR LOCALISATION!!!
¬*		ALL CHANGES & ADDITIONS MADE POST THE DATE SPECIFIED 
¬*			BELOW MUST GO UNDERNEATH THIS DIVIDER!!!
¬*
¬*
¬***** Changes made after 07/07/2004 17:15:00
¬*
¬****************************************************************************************
¬****************************************************************************************
¬****************************************************************************************
¬****************************************************************************************
¬*
¬*			THIS FILE GONE FOR LOCALISATION!!!
¬*		ALL CHANGES & ADDITIONS MADE POST THE DATE SPECIFIED 
¬*			BELOW MUST GO UNDERNEATH THIS DIVIDER!!!
¬*
¬*
¬***** Changes made after 15/07/2004 17:00:00
¬*
¬****************************************************************************************
¬****************************************************************************************
{TMT_LCLICK_INFO}		Clic izquierdo para obtener más información
{TMT_COMMAND_LEVEL_3 }					Este hombre carece de una verdadera aura de mando, pero se las apaña con una voz atronadora y un poco de talento para inspirar miedo.
{TMT_COMMAND_LEVEL_4 }					Este hombre tiene cierta capacidad de mando, aunque a veces le falte confianza.
{TMT_CANNOT_MERGE_AGENT}	El personaje seleccionado no puede ser recibido en ese lugar
{TMT_CANNOT_MERGE_AGENTS}	Los personajes seleccionados no pueden ser recibidos en ese lugar
¬****************************************************************************************
¬****************************************************************************************
¬*
¬*			THIS FILE GONE FOR LOCALISATION!!!
¬*		ALL CHANGES & ADDITIONS MADE POST THE DATE SPECIFIED 
¬*			BELOW MUST GO UNDERNEATH THIS DIVIDER!!!
¬*
¬*
¬***** Changes made after 22/07/2004 09:00:00
¬*
¬****************************************************************************************
¬****************************************************************************************
{TMT_AUTO_MERGE_AGENTS}		Clic derecho para fusionar automáticamente los agentes
{TMT_GOLD_MINE_TOOLTIP}		Mina de oro: una valiosa fuente de ingresos
{TMT_SILVER_MINE_TOOLTIP}	Mina de plata: una valiosa fuente de ingresos
{TMT_NO_WITHDRAW_NAVY}		Retirada imposible: las armadas no pueden retirarse de las batallas
{TMT_NO_WITHDRAW_AMBUSH}	Retirada imposible: han conseguido tenderte una emboscada
{TMT_NO_WITHDRAW_SIEGE}		Retirada imposible: estás bajo asedio
{TMT_NO_WITHDRAW_AP}		Retirada imposible: no quedan puntos de movimiento
{TMT_NO_WITHDRAW_RETREAT}	Retirada imposible: no hay dónde retirarse
{TMT_ALREADY_CAPITAL}		Este enclave ya es la capital
{TMT_NO_GENERAL_UNIT_TO_SHOW}			No hay unidad de guardia personal que mostrar
{TMT_DOCK_BLOCKADED}				Este embarcadero está sufriendo un bloqueo
{TMT_PORT_BLOCKADED}				Este puerto está sufriendo un bloqueo
{TMT_CANNOT_ATTACK_FROM_SIEGED_SETTLEMENT}	Cuando se está bajo asedio solo es posible atacar al ejército que asedia
¬****************************************************************************************
¬****************************************************************************************
¬*
¬*			THIS FILE GONE FOR LOCALISATION!!!
¬*		ALL CHANGES & ADDITIONS MADE POST THE DATE SPECIFIED 
¬*			BELOW MUST GO UNDERNEATH THIS DIVIDER!!!
¬*
¬*
¬***** Changes made after 29/07/2004 09:00:00
¬*
¬****************************************************************************************
¬****************************************************************************************
{TMT_CURSOR_AUTO_MERGE}		Clic derecho para fusionar las unidades
¬****************************************************************************************
¬****************************************************************************************
¬*
¬*			THIS FILE GONE FOR LOCALISATION!!!
¬*		ALL CHANGES & ADDITIONS MADE POST THE DATE SPECIFIED 
¬*			BELOW MUST GO UNDERNEATH THIS DIVIDER!!!
¬*
¬*
¬***** Changes made after 05/08/2004 12:00:00
¬*
¬****************************************************************************************
¬****************************************************************************************
¬****************************************************************************************
¬****************************************************************************************
¬*
¬*			THIS FILE GONE FOR LOCALISATION!!!
¬*		ALL CHANGES & ADDITIONS MADE POST THE DATE SPECIFIED 
¬*			BELOW MUST GO UNDERNEATH THIS DIVIDER!!!
¬*
¬*
¬***** Changes made after 12/08/2004 09:53:00
¬*
¬****************************************************************************************
¬****************************************************************************************
¬****************************************************************************************
¬****************************************************************************************
¬*
¬*			THIS FILE GONE FOR LOCALISATION!!!
¬*		ALL CHANGES & ADDITIONS MADE POST THE DATE SPECIFIED 
¬*			BELOW MUST GO UNDERNEATH THIS DIVIDER!!!
¬*
¬*
¬***** Changes made after 19/08/2004 16:05:00
¬*
¬****************************************************************************************
¬****************************************************************************************
{TMT_SETTLEMENT_AUTOMANAGED_BUILDING}		No se puede añadir este edificio porque la construcción se gestiona automáticamente
{TMT_SETTLEMENT_AUTOMANAGED_TRAINING}		No se puede añadir esta unidad porque el reclutamiento se gestiona automáticamente
{TMT_CANNOT_RECRUIT_MERCS_IN_BATTLE}		No se pueden contratar mercenarios una vez provocada la batalla
{TMT_CANNOT_CHANGE_TAX_LEVEL_AS_AUTOMANAGED}	No se puede cambiar el nivel de impuestos de este enclave porque los impuestos de las facciones se gestionan automáticamente. Ve al pergamino de estado de la facción para cambiarlo.
{TMT_CANNOT_DESTROY_THIS_BUILDING}			Este edificio no puede destruirse
{TMT_RECOUP_AMOUNT}					Se recuperarán %d denarios.
{TMT_CANNOT_LEAVE_ZOC}					No es posible moverse por una zona de control del enemigo
¬****************************************************************************************
¬****************************************************************************************
¬*
¬*			THIS FILE GONE FOR LOCALISATION!!!
¬*		ALL CHANGES & ADDITIONS MADE POST THE DATE SPECIFIED 
¬*			BELOW MUST GO UNDERNEATH THIS DIVIDER!!!
¬*
¬*
¬***** Changes made after 01/09/2004 09:00:00
¬*
¬****************************************************************************************
¬****************************************************************************************

¬****************************************************************************************
¬****************************************************************************************
¬*
¬*			THIS FILE GONE FOR LOCALISATION!!!
¬*		ALL CHANGES & ADDITIONS MADE POST THE DATE SPECIFIED 
¬*			BELOW MUST GO UNDERNEATH THIS DIVIDER!!!
¬*
¬*
¬***** Changes made after 9/03/04 09:00:00
¬*
¬****************************************************************************************
¬****************************************************************************************

{TMT_CAN_ONLY_SALLY_OUT_ONCE_PER_TURN}		Solo se puede hacer una salida por turno.
{TMT_CANNOT_FLEE}						Este ejército no puede huir de la batalla. Si pierde, se destruirán todas las unidades.
{TMT_LOYALTY_TOOLTIP_REVOLTING}			Lealtad: sublevación en potencia
{TMT_LOYALTY_TOOLTIP_RIOTING}				Lealtad: disturbios en potencia


¬+++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++
¬*******************************************************************************************************
¬*******************************************************************************************************
¬*
¬*			EXPANSION PACK TEXT BEGINS HERE!!!
¬*		ALL TEXT BELOW THIS LINE SHOULD BE EXPANSION ADDITIONS/CHANGES ONLY!!!
¬*
¬*¬***** Changes made after 1/05/05 15:18:00
¬*
¬*******************************************************************************************************
¬*******************************************************************************************************
¬+++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++

{TMT_LOYALTY_TITLE}	Lealtad
{TMT_LOYALTY_LEVEL_0}	Para este hombre la lealtad es una enfermedad que afecta a perros y a imbéciles rastreros.
{TMT_LOYALTY_LEVEL_1}	Para este hombre la lealtad es una pose a adoptar y una herramienta a explotar.
{TMT_LOYALTY_LEVEL_2}	Este hombre suele proclamar su lealtad a los amigos y a la causa un poco más alto de la cuenta.
{TMT_LOYALTY_LEVEL_3}	Aunque a veces actúe de una manera ambigua, pocos dudan de que este hombre sea leal a su gente.
{TMT_LOYALTY_LEVEL_4}	Este hombre tiene fama de leal y cumplidor, alguien cuyos amigos saben que hará lo correcto.
{TMT_LOYALTY_LEVEL_5}	La deslealtad es algo que a este hombre no se le pasa por la cabeza, excepto quizá en sus momentos más aciagos.
{TMT_LOYALTY_LEVEL_6}	Lealtad. Lealtad. Lealtad. Palabras por las que vivir, toda la vida.
{TMT_LOYALTY_LEVEL_7}	Por lo que a este hombre respecta, los amigos y seres amados son causas que apoyar.
{TMT_LOYALTY_LEVEL_8}	Pase lo que pase, los hermanos de armas de este hombre saben que tiene una lealtad sin fisuras. 
